S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
170,LILO : 127,T,DC,25,128 - LILO : 127,224.01842087696477,4.3,"=IF(H175>15,0)",328.857361,1°16'43''RT,10.5440170224756,77.5222329888492,GOOD,Available,,,AGRI,LILO To Palani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5222329888492 10.5440170224756, 77.5207079853862 10.5442549847066)"
171,126,T,SC,25,LILO : 127 - 126,176.06900323422988,1.75,"=IF(H176>15,0)",322.183197,0°38'44''LT,10.5442549847066,77.5207079853862,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5207079853862 10.5442549847066, 77.5183629803359 10.5446480121463)"
172,125,S,SC,25,126 - 125,267.4618201518802,2.9,"=IF(H177>15,0)",316.759003,,10.5446480121463,77.5183629803359,GOOD,Available,,Mud road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5183629803359 10.5446480121463, 77.5163919758051 10.5449859704822)"
173,124,S,SC,25,125 - 124,226.06294139684042,1.35,"=IF(H178>15,0)",315.744232,,10.5449859704822,77.5163919758051,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5163919758051 10.5449859704822, 77.5145000126212 10.5453120265156)"
174,123,S,SC,25,124 - 123,217.30880830959836,3.21,"=IF(H179>15,0)",312.23172,,10.5453120265156,77.5145000126212,GOOD,Available,,Mud road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5145000126212 10.5453120265156, 77.5122799817472 10.5456860270351)"
175,122,S,SC,25,123 - 122,253.6144393884517,0.84,"=IF(H180>15,0)",311.130066,,10.5456860270351,77.5122799817472,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5122799817472 10.5456860270351, 77.5102990027517 10.5460280086845)"
176,121,S,SC,25,122 - 121,227.21366427191188,7.53,"=IF(H181>15,0)",307.237122,,10.5460280086845,77.5102990027517,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5102990027517 10.5460280086845, 77.5082229729741 10.546380970627)"
177,120,T,SC,25,121 - 120,237.67679965304694,2.3,"=IF(H182>15,0)",309.884734999999,0°7'25''RT,10.546380970627,77.5082229729741,GOOD,Available,"LT-2NO, HT",Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5082229729741 10.546380970627, 77.5061669759452 10.5467259697616)"
178,119,S,SC,25,120 - 119,235.36541283723344,3.35,"=IF(H183>15,0)",309.997253,,10.5467259697616,77.5061669759452,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5061669759452 10.5467259697616, 77.5042539741843 10.5470589827746)"
179,118,S,SC,25,119 - 118,219.7082200576774,1.8,"=IF(H184>15,0)",308.502716,,10.5470589827746,77.5042539741843,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5042539741843 10.5470589827746, 77.5019920337945 10.5474410299211)"
180,117,S,SC,25,118 - 117,258.2850435271595,4.1,"=IF(H185>15,0)",308.744476,,10.5474410299211,77.5019920337945,GOOD,Available,,Mud road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5019920337945 10.5474410299211, 77.4998939596116 10.5478039663285)"
181,116,S,SC,25,117 - 116,240.24145051212892,1.3,"=IF(H186>15,0)",304.452148,,10.5478039663285,77.4998939596116,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4998939596116 10.5478039663285, 77.4979310017079 10.5481280107051)"
182,115,S,SC,25,116 - 115,224.9309083441658,2.9,"=IF(H187>15,0)",300.992461999999,,10.5481280107051,77.4979310017079,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4979310017079 10.5481280107051, 77.4957200232893 10.5485040228813)"
183,114,S,SC,25,115 - 114,252.6696378056492,2.58,"=IF(H188>15,0)",297.453673999999,,10.5485040228813,77.4957200232893,GOOD,Available,LT - 2NO,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4957200232893 10.5485040228813, 77.4939650204032 10.5488019995391)"
184,113,T,SC,25,114 - 113,201.99491925636093,3.51,"=IF(H189>15,0)",300.047057999999,0°11'41''LT,10.5488019995391,77.4939650204032,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4939650204032 10.5488019995391, 77.4921530205756 10.5491159856319)"
185,112,S,SC,25,113 - 112,208.44697389425784,1.96,"=IF(H190>15,0)",294.886047,,10.5491159856319,77.4921530205756,GOOD,Available,"LT , HT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4921530205756 10.5491159856319, 77.4901319760829 10.5494820233434)"
186,111,S,SC,25,112 - 111,231.9954846506513,3.08,"=IF(H191>15,0)",281.442168999999,,10.5494820233434,77.4901319760829,GOOD,Available,,Mud road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4901319760829 10.5494820233434, 77.487877998501 10.5498329736292)"
187,110,S,SC,25,111 - 110,256.86298657309294,3.27,"=IF(H192>15,0)",281.067687999999,,10.5498329736292,77.487877998501,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.487877998501 10.5498329736292, 77.4857820197939 10.5502000171691)"
188,109,S,SC,25,110 - 109,240.09000838324977,1.86,"=IF(H193>15,0)",282.165191999999,,10.5502000171691,77.4857820197939,GOOD,Available,"LT, HT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4857820197939 10.5502000171691, 77.4842249974608 10.5504639632999)"
189,108,S,SC,25,109 - 108,179.98774039706703,10.6,"=IF(H194>15,0)",280.544189,,10.5504639632999,77.4842249974608,GOOD,Available,"LT, HT",Road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4842249974608 10.5504639632999, 77.4819410126656 10.5508470162749)"
190,107,T,SC,25,108 - 107,260.6771118205284,4.71,"=IF(H195>15,0)",280.796753,0°0'47''LT,10.5508470162749,77.4819410126656,GOOD,Available,LT,Canal,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4819410126656 10.5508470162749, 77.4800300225615 10.5511679593473)"
191,106,S,SC,25,107 - 106,219.25711223586356,2.59,"=IF(H196>15,0)",282.52298,,10.5511679593473,77.4800300225615,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4800300225615 10.5511679593473, 77.4786050152033 10.5514319892972)"
192,105,S,SC,25,106 - 105,165.75819842202074,2.07,"=IF(H197>15,0)",284.009277,,10.5514319892972,77.4786050152033,GOOD,Available,LT -2NO,Road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4786050152033 10.5514319892972, 77.4768530298024 10.5517280381172)"
193,104,S,SC,25,105 - 104,201.62897550543684,1.55,"=IF(H198>15,0)",285.633972,,10.5517280381172,77.4768530298024,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4768530298024 10.5517280381172, 77.4746039975434 10.552107989788)"
194,103,S,SC,25,104 - 103,256.8439060655772,5.22,"=IF(H199>15,0)",288.798614999999,,10.552107989788,77.4746039975434,GOOD,Available,LT,Mud road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4746039975434 10.552107989788, 77.4725029896944 10.5524440202862)"
195,102,S,SC,25,103 - 102,240.05616833481653,3.91,"=IF(H200>15,0)",292.447051999999,,10.5524440202862,77.4725029896944,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4725029896944 10.5524440202862, 77.4702019896358 10.5528610199689)"
196,101,T,SC,25,102 - 101,263.160644598147,0.78,"=IF(H201>15,0)",294.900359999999,0°52'8''RT,10.5528610199689,77.4702019896358,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4702019896358 10.5528610199689, 77.4683060031384 10.5531750060617)"
197,100,S,SC,25,101 - 100,217.50587634405917,1.33,"=IF(H202>15,0)",294.832214,,10.5531750060617,77.4683060031384,GOOD,Available,LT,Mud road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4683060031384 10.5531750060617, 77.4660910014063 10.5535550415515)"
198,99,S,SC,25,100 - 99,253.17027631854506,4.06,"=IF(H203>15,0)",293.875365999999,,10.5535550415515,77.4660910014063,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4660910014063 10.5535550415515, 77.4645560234785 10.5538120307028)"
199, LILO : 98,T,SC,25,99 -  LILO : 98,177.4745002471416,2.89,"=IF(H204>15,0)",295.610382,0°31'5''LT,10.5538120307028,77.4645560234785,GOOD,Available,,,AGRI,LILO to Melakaraipatty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4645560234785 10.5538120307028, 77.4622700270265 10.5542160384356)"
200,97,T,SC,25, LILO : 98 - 97,261.28544044411854,4.1,"=IF(H205>15,0)",297.245789,0°22'9''RT,10.5542160384356,77.4622700270265,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4622700270265 10.5542160384356, 77.4598130397498 10.5546339601278)"
201,96,S,SC,25,97 - 96,279.9934794081013,0.83,"=IF(H206>15,0)",300.914947999999,,10.5546339601278,77.4598130397498,GOOD,Available,,Mud road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4598130397498 10.5546339601278, 77.4579039774835 10.5549689847975)"
202,95,S,SC,25,96 - 95,219.30960460398498,1.45,"=IF(H207>15,0)",303.932434,,10.5549689847975,77.4579039774835,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4579039774835 10.5549689847975, 77.455658968538 10.5553549714386)"
203,94,S,SC,25,95 - 94,256.517097082776,3.7,"=IF(H208>15,0)",308.205626999999,,10.5553549714386,77.455658968538,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.455658968538 10.5553549714386, 77.4535179790109 10.5556869786232)"
204,93,T,SC,25,94 - 93,244.30421487013058,2.66,"=IF(H209>15,0)",307.097443,1°22'54''LT,10.5556869786232,77.4535179790109,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4535179790109 10.5556869786232, 77.4516110122203 10.556029966101)"
205,92,S,SC,25,93 - 92,219.23782478307893,2.41,"=IF(H210>15,0)",312.736724999999,,10.556029966101,77.4516110122203,GOOD,Available,HT -2NO,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4516110122203 10.556029966101, 77.4495029635727 10.5564110074192)"
206,91,S,SC,25,92 - 91,241.65426906502168,0.58,"=IF(H211>15,0)",313.290618999999,,10.5564110074192,77.4495029635727,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4495029635727 10.5564110074192, 77.4475280195474 10.5567300226539)"
207,90,S,SC,25,91 - 90,226.1213011804686,1.39,"=IF(H212>15,0)",314.238739,,10.5567300226539,77.4475280195474,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4475280195474 10.5567300226539, 77.4454890377819 10.5570630356669)"
208,89,T,SC,25,90 - 89,233.2912645182349,2.07,"=IF(H213>15,0)",318.93042,0°56'44''LT,10.5570630356669,77.4454890377819,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4454890377819 10.5570630356669, 77.4433929752558 10.5574409756809)"
209,88,S,SC,25,89 - 88,240.29969579900958,3.25,"=IF(H214>15,0)",320.557434,,10.5574409756809,77.4433929752558,GOOD,Available,LT,Canal,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4433929752558 10.5574409756809, 77.4413430131971 10.5578009784221)"
210,87,S,SC,25,88 - 87,234.9793873241049,2.7,"=IF(H215>15,0)",326.105712999999,,10.5578009784221,77.4413430131971,GOOD,Available,,Mud road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4413430131971 10.5578009784221, 77.439635284245 10.5580997932702)"
211,86,S,SC,25,87 - 86,196.89768876941417,4.1,"=IF(H216>15,0)",330,,10.5580997932702,77.439635284245,GOOD,Available,,Mud road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.439635284245 10.5580997932702, 77.437751032412 10.5584159586578)"
212,85,S,SC,25,86 - 85,216.27070340090563,1.8,"=IF(H217>15,0)",332.667449999999,,10.5584159586578,77.437751032412,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.437751032412 10.5584159586578, 77.435547010973 10.5588020291179)"
213,84,S,SC,25,85 - 84,252.09172088536235,1.9,"=IF(H218>15,0)",334.681305,,10.5588020291179,77.435547010973,GOOD,Available,LT -3NO,Mud road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.435547010973 10.5588020291179, 77.4334969650954 10.5591229721903)"
214,83,T,SC,25,84 - 83,234.2706854081436,3.8,"=IF(H219>15,0)",337.891998,0°48'33''LT,10.5591229721903,77.4334969650954,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4334969650954 10.5591229721903, 77.4315790180116 10.5594510398805)"
215,82,S,SC,25,83 - 82,220.12806429335095,2.1,"=IF(H220>15,0)",337.897644,,10.5594510398805,77.4315790180116,GOOD,Available,LT,Mud road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4315790180116 10.5594510398805, 77.4293390382081 10.5598459951579)"
216,81,S,SC,25,82 - 81,256.13848840189615,4.8,"=IF(H221>15,0)",337.806182999999,,10.5598459951579,77.4293390382081,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4293390382081 10.5598459951579, 77.4272609967738 10.5602370109409)"
217,80,S,SC,25,81 - 80,238.61986437057507,2.9,"=IF(H222>15,0)",339.772827,,10.5602370109409,77.4272609967738,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4272609967738 10.5602370109409, 77.4252599850296 10.5605530086904)"
218,79,S,SC,25,80 - 79,228.87980949365192,4.35,"=IF(H223>15,0)",339.578339,,10.5605530086904,77.4252599850296,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4252599850296 10.5605530086904, 77.4230660218745 10.5609239917248)"
219,78,T,SC,25,79 - 78,250.71665613834895,3.09,"=IF(H224>15,0)",342.065826,0°7'59''LT,10.5609239917248,77.4230660218745,GOOD,Available,LT,Mud road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4230660218745 10.5609239917248, 77.4212579615414 10.5612340383231)"
220,LILO : 77,T,SC,25,78 - LILO : 77,207.92911656970344,2.89,"=IF(H225>15,0)",339.874298,0°22'43''RT,10.5612340383231,77.4212579615414,GOOD,Available,HT - 2NO,Road,PLAIN,LILO to Thalayuthu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4212579615414 10.5612340383231, 77.4190719611942 10.5615940410643)"
221,76,S,SC,25,LILO : 77 - 76,249.65358077086063,4.12,"=IF(H226>15,0)",338.725006,,10.5615940410643,77.4190719611942,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4190719611942 10.5615940410643, 77.4170550238341 10.5619490146636)"
222,75,S,SC,25,76 - 75,231.31472735777533,3.77,"=IF(H227>15,0)",337.107788,,10.5619490146636,77.4170550238341,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4170550238341 10.5619490146636, 77.4152130167931 10.5622680298984)"
223,74,S,SC,25,75 - 74,211.7598200525305,1.97,"=IF(H228>15,0)",336.575623,,10.5622680298984,77.4152130167931,GOOD,Available,LT,Mud road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4152130167931 10.5622680298984, 77.4132880289107 10.5625929962843)"
224,73,T,SC,25,74 - 73,220.82488450686265,2.09,"=IF(H229>15,0)",333.501555999999,0°11'50''RT,10.5625929962843,77.4132880289107,GOOD,Available,,Mud road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4132880289107 10.5625929962843, 77.4112249910831 10.5629339721053)"
225,72,S,SC,25,73 - 72,236.02430970950928,4.73,"=IF(H230>15,0)",328.693969999999,,10.5629339721053,77.4112249910831,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4112249910831 10.5629339721053, 77.4087039660662 10.5633799731731)"
226,71,S,SC,25,72 - 71,287.4191292237131,1.33,"=IF(H231>15,0)",324.377868999999,,10.5633799731731,77.4087039660662,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4087039660662 10.5633799731731, 77.4060919973999 10.5638070311397)"
227,70,S,SC,25,71 - 70,296.8768477980755,4.06,"=IF(H232>15,0)",321.075378,,10.5638070311397,77.4060919973999,GOOD,Available,LT,Mud road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4060919973999 10.5638070311397, 77.4040769878774 10.5641810316592)"
228,69,S,SC,25,70 - 69,231.4819046355958,2.89,"=IF(H233>15,0)",316.532715,,10.5641810316592,77.4040769878774,GOOD,Available,LT-2 NO,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4040769878774 10.5641810316592, 77.4030399788171 10.5645049922168)"
229,LILO : 68,T,SC,25,69 - LILO : 68,126.07216874576821,4.1,"=IF(H234>15,0)",316.575378,17°9'13''RT,10.5645049922168,77.4030399788171,GOOD,Available,,,PLAIN,LILO to MN Patty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4030399788171 10.5645049922168, 77.4021550174802 10.5645080097019)"
230,67,T,SC,25,LILO : 68 - 67,103.89913905319435,0.83,"=IF(H235>15,0)",317.093109,9°18'5''LT,10.5645080097019,77.4021550174802,GOOD,Available,110KV MN Patti,Mud road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4021550174802 10.5645080097019, 77.4000209849327 10.564864994958)"
231,66,S,SC,25,67 - 66,243.98074659158684,1.45,"=IF(H236>15,0)",315.793883999999,,10.564864994958,77.4000209849327,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4000209849327 10.564864994958, 77.3976919893175 10.5652479641139)"
232,65,S,SC,25,66 - 65,265.50906553674565,3.7,"=IF(H237>15,0)",303.722808999999,,10.5652479641139,77.3976919893175,GOOD,Available,HT -2NO,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.3976919893175 10.5652479641139, 77.3957820050418 10.5655920412391)"
233,64,S,SC,25,65 - 64,219.56959333556102,2.66,"=IF(H238>15,0)",302.755829,,10.5655920412391,77.3957820050418,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.3957820050418 10.5655920412391, 77.3938590288162 10.56590099819)"
234,63,S,SC,25,64 - 63,220.3114542562274,2.41,"=IF(H239>15,0)",303.825133999999,,10.56590099819,77.3938590288162,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.3938590288162 10.56590099819, 77.391479993239 10.5662969592958)"
235,62,S,SC,25,63 - 62,271.1482032323252,0.58,"=IF(H240>15,0)",302.475402999999,,10.5662969592958,77.391479993239,GOOD,Available,HT,Road,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.391479993239 10.5662969592958, 77.3897590208798 10.5666100233793)"
236,61,T,SC,25,62 - 61,198.59274958640535,1.39,"=IF(H241>15,0)",304.879760999999,0°36'18''RT,10.5666100233793,77.3897590208798,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.3897590208798 10.5666100233793, 77.3876310233026 10.566973965615)"
237,60,S,SC,25,61 - 60,243.45548601528168,2.07,"=IF(H242>15,0)",302.139617999999,,10.566973965615,77.3876310233026,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.3876310233026 10.566973965615, 77.3853529896587 10.5673489719629)"
238,59,S,SC,25,60 - 59,259.85617032262877,3.25,"=IF(H243>15,0)",305.423949999999,,10.5673489719629,77.3853529896587,GOOD,Available,LT,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.3853529896587 10.5673489719629, 77.3832779657095 10.5677099805325)"
239,58,S,SC,25,59 - 58,237.6844318274206,2.78,"=IF(H244>15,0)",303.796021,,10.5677099805325,77.3832779657095,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.3832779657095 10.5677099805325, 77.3812399897724 10.5680510401725)"
240,57,S,SC,25,58 - 57,233.31116060598555,4.16,"=IF(H245>15,0)",300.895873999999,,10.5680510401725,77.3812399897724,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.3812399897724 10.5680510401725, 77.3789840005338 10.5684299860149)"
241,56,S,SC,25,57 - 56,257.5461306819504,1.8,"=IF(H246>15,0)",292.283843999999,,10.5684299860149,77.3789840005338,GOOD,Available,LT -2NO,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.3789840005338 10.5684299860149, 77.3770359624177 10.5687759909778)"
242,55,T,SC,25,56 - 55,223.70270959464656,1.92,"=IF(H247>15,0)",289.708435,0°34'2''RT,10.5687759909778,77.3770359624177,GOOD,Available,,RIVER,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.3770359624177 10.5687759909778, 77.3750829789787 10.5691029690206)"
243,54,S,SC,25,55 - 54,223.87394784519472,3.8,"=IF(H248>15,0)",292.24234,,10.5691029690206,77.3750829789787,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.3750829789787 10.5691029690206, 77.3730040155351 10.5694440286606)"
244,53,S,SC,25,54 - 53,237.73497755193142,2.16,"=IF(H249>15,0)",294.659545999999,,10.5694440286606,77.3730040155351,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.3730040155351 10.5694440286606, 77.3710070271044 10.569793973118)"
245,52,S,SC,25,53 - 52,229.0540032611371,4.8,"=IF(H250>15,0)",299.682922,,10.569793973118,77.3710070271044,GOOD,Available,,Canal,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.3710070271044 10.569793973118, 77.3692690394818 10.570081975311)"
246,51,S,SC,25,52 - 51,199.94303886785994,2.98,"=IF(H251>15,0)",301.816375999999,,10.570081975311,77.3692690394818,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.3692690394818 10.570081975311, 77.3671972222222 10.5704361111111)"
247,LILO : 50,T,SC,28,51 - LILO : 50,237.2033643825271,4.35,"=IF(H252>15,0)",300.2,162°31'13''LT,10.5704361111111,77.3671972222222,GOOD,Available,,,PLAIN,Udumalpet -Madathukulam LILO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G6:G252),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LILO RNPM to LILO MN Patty,,,,=SUM(G6:G234),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,LILO MN Patty to T. No.56,,,,=SUM(G235:G246),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,T. No.56 to LILO Madhakulam,,,,=SUM(G247:G252),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,=SUM(G256:G258),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
